seqnames	gene_id	start	end
NC_001716.2	NC_001716.2_U15	26063	26785
NC_001716.2	NC_001716.2_U17	26970	28057
NC_001716.2	NC_001716.2_U18	28794	29821
NC_001716.2	NC_001716.2_U19	28794	31142
NC_001716.2	NC_001716.2_U2	10446	11637
NC_001716.2	NC_001716.2_U20	31242	32431
NC_001716.2	NC_001716.2_U21	31242	33714
NC_001716.2	NC_001716.2_U23	33988	34638
NC_001716.2	NC_001716.2_U24	33988	34992
NC_001716.2	NC_001716.2_U24A	33988	35166
NC_001716.2	NC_001716.2_U25	33988	36118
NC_001716.2	NC_001716.2_U26	36175	37090
NC_001716.2	NC_001716.2_U27	36175	38172
NC_001716.2	NC_001716.2_U28	38276	40705
NC_001716.2	NC_001716.2_U29	38276	41568
NC_001716.2	NC_001716.2_U3	11730	12953
NC_001716.2	NC_001716.2_U30	41583	50579
NC_001716.2	NC_001716.2_U31	44400	50579
NC_001716.2	NC_001716.2_U32	50474	50848
NC_001716.2	NC_001716.2_U33	50474	52262
NC_001716.2	NC_001716.2_U34	50474	52989
NC_001716.2	NC_001716.2_U35	50474	53340
NC_001716.2	NC_001716.2_U36	53339	55839
NC_001716.2	NC_001716.2_U37	54798	55839
NC_001716.2	NC_001716.2_U38	55569	58625
NC_001716.2	NC_001716.2_U39	55569	61093
NC_001716.2	NC_001716.2_U4	11730	14603
NC_001716.2	NC_001716.2_U40	55569	63221
NC_001716.2	NC_001716.2_U41	55569	66619
NC_001716.2	NC_001716.2_U42	66826	68546
NC_001716.2	NC_001716.2_U43	68630	71310
NC_001716.2	NC_001716.2_U44	71367	72075
NC_001716.2	NC_001716.2_U45	71982	73122
NC_001716.2	NC_001716.2_U46	73154	73747
NC_001716.2	NC_001716.2_U47	73454	74803
NC_001716.2	NC_001716.2_U47A	74868	75187
NC_001716.2	NC_001716.2_U48	74921	77113
NC_001716.2	NC_001716.2_U49	77226	80515
NC_001716.2	NC_001716.2_U50	77761	80515
NC_001716.2	NC_001716.2_U51	79527	80515
NC_001716.2	NC_001716.2_U52	80150	81172
NC_001716.2	NC_001716.2_U53	81180	82721
NC_001716.2	NC_001716.2_U53.5	82029	82721
NC_001716.2	NC_001716.2_U54	82664	84100
NC_001716.2	NC_001716.2_U55A	82664	85431
NC_001716.2	NC_001716.2_U55B	82664	86807
NC_001716.2	NC_001716.2_U56	86855	87741
NC_001716.2	NC_001716.2_U57	86855	91781
NC_001716.2	NC_001716.2_U58	91793	95344
NC_001716.2	NC_001716.2_U59	94068	95344
NC_001716.2	NC_001716.2_U60	95018	100215
NC_001716.2	NC_001716.2_U62	96247	99553
NC_001716.2	NC_001716.2_U63	96446	99553
NC_001716.2	NC_001716.2_U64	97059	99553
NC_001716.2	NC_001716.2_U65	98341	99553
NC_001716.2	NC_001716.2_U67	100214	104844
NC_001716.2	NC_001716.2_U68	101254	104844
NC_001716.2	NC_001716.2_U69	101601	104844
NC_001716.2	NC_001716.2_U7	14627	18483
NC_001716.2	NC_001716.2_U70	103243	104844
NC_001716.2	NC_001716.2_U71	104622	104844
NC_001716.2	NC_001716.2_U72	104865	105906
NC_001716.2	NC_001716.2_U73	105923	110290
NC_001716.2	NC_001716.2_U74	108237	110290
NC_001716.2	NC_001716.2_U75	110202	110973
NC_001716.2	NC_001716.2_U76	110202	112819
NC_001716.2	NC_001716.2_U77	112665	115406
NC_001716.2	NC_001716.2_U79	117733	119583
NC_001716.2	NC_001716.2_U81	119387	120179
NC_001716.2	NC_001716.2_U82	119387	121009
NC_001716.2	NC_001716.2_U84	121339	122271
NC_001716.2	NC_001716.2_U85	121339	123141
NC_001716.2	NC_001716.2_U86	123305	126934
NC_001716.2	NC_001716.2_U90	129376	133434
NC_001716.2	NC_001716.2_U91	133539	134627
NC_001716.2	NC_001716.2_U95	137379	140295
NC_001716.2	NC_001716.2_id-NC_001716.2:1..10034	1	10034
NC_001716.2	NC_001716.2_id-NC_001716.2:10035..143046	10035	143046
NC_001716.2	NC_001716.2_id-NC_001716.2:104839..104844	104839	104844
NC_001716.2	NC_001716.2_id-NC_001716.2:110202..110207	110202	110207
NC_001716.2	NC_001716.2_id-NC_001716.2:110285..110290	110285	110290
NC_001716.2	NC_001716.2_id-NC_001716.2:11730..11735	11730	11735
NC_001716.2	NC_001716.2_id-NC_001716.2:119387..119392	119387	119392
NC_001716.2	NC_001716.2_id-NC_001716.2:121346..121351	121346	121351
NC_001716.2	NC_001716.2_id-NC_001716.2:127567..127886	127567	127886
NC_001716.2	NC_001716.2_id-NC_001716.2:134691..136291	134691	136291
NC_001716.2	NC_001716.2_id-NC_001716.2:26146..26151	26146	26151
NC_001716.2	NC_001716.2_id-NC_001716.2:28794..28799	28794	28799
NC_001716.2	NC_001716.2_id-NC_001716.2:31242..31247	31242	31247
NC_001716.2	NC_001716.2_id-NC_001716.2:33988..33993	33988	33993
NC_001716.2	NC_001716.2_id-NC_001716.2:33997..34002	33997	34002
NC_001716.2	NC_001716.2_id-NC_001716.2:34119..34124	34119	34124
NC_001716.2	NC_001716.2_id-NC_001716.2:36175..36180	36175	36180
NC_001716.2	NC_001716.2_id-NC_001716.2:38276..38281	38276	38281
NC_001716.2	NC_001716.2_id-NC_001716.2:50474..50479	50474	50479
NC_001716.2	NC_001716.2_id-NC_001716.2:50558..50563	50558	50563
NC_001716.2	NC_001716.2_id-NC_001716.2:50601..50606	50601	50606
NC_001716.2	NC_001716.2_id-NC_001716.2:55569..55574	55569	55574
NC_001716.2	NC_001716.2_id-NC_001716.2:55648..55653	55648	55653
NC_001716.2	NC_001716.2_id-NC_001716.2:55834..55839	55834	55839
NC_001716.2	NC_001716.2_id-NC_001716.2:61..4127	61	4127
NC_001716.2	NC_001716.2_id-NC_001716.2:66685..67298	66685	67298
NC_001716.2	NC_001716.2_id-NC_001716.2:7864..7869	7864	7869
NC_001716.2	NC_001716.2_id-NC_001716.2:7873..7878	7873	7878
NC_001716.2	NC_001716.2_id-NC_001716.2:80510..80515	80510	80515
NC_001716.2	NC_001716.2_id-NC_001716.2:82664..82669	82664	82669
NC_001716.2	NC_001716.2_id-NC_001716.2:82704..82709	82704	82709
NC_001716.2	NC_001716.2_id-NC_001716.2:86855..86860	86855	86860
NC_001716.2	NC_001716.2_id-NC_001716.2:9021..9953	9021	9953
NC_001716.2	NC_001716.2_id-NC_001716.2:95339..95344	95339	95344
NC_001716.2	NC_001716.2_id-NC_001716.2:99548..99553	99548	99553
NC_009333.1	NC_009333.1_HHV8GK18_gp77	115108	117514
NC_009333.1	NC_009333.1_HHV8GK18_gp78	116544	117514
NC_009333.1	NC_009333.1_HHV8GK18_gp79	117535	118233
NC_009333.1	NC_009333.1_HHV8GK18_gp80	122337	122959
NC_009333.1	NC_009333.1_HHV8GK18_gp81	123010	127446
NC_009333.1	NC_009333.1_HHV8GK18_gp82	123010	123815
NC_009333.1	NC_009333.1_HHV8GK18_gp83	127966	130671
NC_009333.1	NC_009333.1_HHV8GK18_gp84	129520	130671
NC_009333.1	NC_009333.1_HHV8GK18_gp86	130655	134589
NC_009333.1	NC_009333.1_HHV8_gs01	28819	29895
NC_009333.1	NC_009333.1_HHV8_gs02	119586	119607
NC_009333.1	NC_009333.1_HHV8_gs03	120234	120253
NC_009333.1	NC_009333.1_HHV8_gs04	120605	120627
NC_009333.1	NC_009333.1_HHV8_gs05	121044	121065
NC_009333.1	NC_009333.1_HHV8_gs06	121514	121535
NC_009333.1	NC_009333.1_HHV8_gs07	121703	121724
NC_009333.1	NC_009333.1_HHV8_gs08	121834	121856
NC_009333.1	NC_009333.1_HHV8_gs09	121977	121998
NC_009333.1	NC_009333.1_HHV8_gs10	122137	122159
NC_009333.1	NC_009333.1_K1	4	1083
NC_009333.1	NC_009333.1_K15	130655	136899
NC_009333.1	NC_009333.1_K2	17166	17841
NC_009333.1	NC_009333.1_K3	18573	19542
NC_009333.1	NC_009333.1_K4	21275	21764
NC_009333.1	NC_009333.1_K4.1	21907	22461
NC_009333.1	NC_009333.1_K4.2	21907	23078
NC_009333.1	NC_009333.1_K5	25865	26635
NC_009333.1	NC_009333.1_K6	27067	27576
NC_009333.1	NC_009333.1_K7	28774	29876
NC_009333.1	NC_009333.1_K8	74949	76818
NC_009333.1	NC_009333.1_K8.1	76014	76818
NC_009333.1	NC_009333.1_NC_009333.1:1..137969	1	137969
NC_009333.1	NC_009333.1_ORF10	14485	17026
NC_009333.1	NC_009333.1_ORF11	15756	17026
NC_009333.1	NC_009333.1_ORF16	30242	30834
NC_009333.1	NC_009333.1_ORF17	30857	32524
NC_009333.1	NC_009333.1_ORF17.5	30857	31786
NC_009333.1	NC_009333.1_ORF18	32523	33535
NC_009333.1	NC_009333.1_ORF19	32967	34942
NC_009333.1	NC_009333.1_ORF2	17166	18519
NC_009333.1	NC_009333.1_ORF20	32967	35483
NC_009333.1	NC_009333.1_ORF21	35482	39416
NC_009333.1	NC_009333.1_ORF22	37212	39416
NC_009333.1	NC_009333.1_ORF23	39397	40615
NC_009333.1	NC_009333.1_ORF24	39397	42877
NC_009333.1	NC_009333.1_ORF25	42876	48846
NC_009333.1	NC_009333.1_ORF26	47032	48846
NC_009333.1	NC_009333.1_ORF27	47973	48846
NC_009333.1	NC_009333.1_ORF28	49091	49399
NC_009333.1	NC_009333.1_ORF29	49461	54775
NC_009333.1	NC_009333.1_ORF30	50723	54176
NC_009333.1	NC_009333.1_ORF31	50953	54176
NC_009333.1	NC_009333.1_ORF32	51504	54176
NC_009333.1	NC_009333.1_ORF33	52861	54176
NC_009333.1	NC_009333.1_ORF34	54635	58974
NC_009333.1	NC_009333.1_ORF35	55635	58974
NC_009333.1	NC_009333.1_ORF36	56075	58974
NC_009333.1	NC_009333.1_ORF37	57372	58974
NC_009333.1	NC_009333.1_ORF38	58787	58974
NC_009333.1	NC_009333.1_ORF39	59000	60274
NC_009333.1	NC_009333.1_ORF4	1052	17026
NC_009333.1	NC_009333.1_ORF40	60407	62644
NC_009333.1	NC_009333.1_ORF42	62534	63371
NC_009333.1	NC_009333.1_ORF43	62534	65052
NC_009333.1	NC_009333.1_ORF44	64991	67399
NC_009333.1	NC_009333.1_ORF45	67444	68675
NC_009333.1	NC_009333.1_ORF46	67444	69503
NC_009333.1	NC_009333.1_ORF47	67444	70014
NC_009333.1	NC_009333.1_ORF48	67444	71480
NC_009333.1	NC_009333.1_ORF49	71728	72637
NC_009333.1	NC_009333.1_ORF50	71695	76818
NC_009333.1	NC_009333.1_ORF52	76823	77296
NC_009333.1	NC_009333.1_ORF53	77377	77764
NC_009333.1	NC_009333.1_ORF54	77835	78792
NC_009333.1	NC_009333.1_ORF55	78818	79547
NC_009333.1	NC_009333.1_ORF56	79535	83713
NC_009333.1	NC_009333.1_ORF57	82169	83713
NC_009333.1	NC_009333.1_ORF58	94557	95650
NC_009333.1	NC_009333.1_ORF59	94577	96845
NC_009333.1	NC_009333.1_ORF6	3179	17026
NC_009333.1	NC_009333.1_ORF60	94557	97893
NC_009333.1	NC_009333.1_ORF61	94557	100300
NC_009333.1	NC_009333.1_ORF62	94577	101300
NC_009333.1	NC_009333.1_ORF63	101314	112013
NC_009333.1	NC_009333.1_ORF64	104106	112013
NC_009333.1	NC_009333.1_ORF65	111927	112549
NC_009333.1	NC_009333.1_ORF66	111927	113865
NC_009333.1	NC_009333.1_ORF67	111927	114614
NC_009333.1	NC_009333.1_ORF67A	111927	114911
NC_009333.1	NC_009333.1_ORF7	6594	17026
NC_009333.1	NC_009333.1_ORF70	19822	21036
NC_009333.1	NC_009333.1_ORF8	8665	17026
NC_009333.1	NC_009333.1_ORF9	11329	17026
NC_009333.1	NC_009333.1_YP_001129426.1	115108	116511
NC_009333.1	NC_009333.1_YP_001129427.1	116544	117452
NC_009333.1	NC_009333.1_YP_001129428.1	118025	118207
NC_009333.1	NC_009333.1_YP_001129429.1	122393	122959
NC_009333.1	NC_009333.1_YP_001129430.1	123042	123815
NC_009333.1	NC_009333.1_YP_001129431.1	124057	127446
NC_009333.1	NC_009333.1_YP_001129432.1	128264	129079
NC_009333.1	NC_009333.1_YP_001129433.1	129520	130548
NC_009333.1	NC_009333.1_YP_001129434.1	130699	134589
NC_009333.1	NC_009333.1_exon-HHV8GK18_gp79-1	117535	118233
NC_009333.1	NC_009333.1_exon-HHV8_gs01-1	28819	29895
NC_009333.1	NC_009333.1_exon-HHV8_gs02-1	119586	119607
NC_009333.1	NC_009333.1_exon-HHV8_gs03-1	120234	120253
NC_009333.1	NC_009333.1_exon-HHV8_gs04-1	120605	120627
NC_009333.1	NC_009333.1_exon-HHV8_gs05-1	121044	121065
NC_009333.1	NC_009333.1_exon-HHV8_gs06-1	121514	121535
NC_009333.1	NC_009333.1_exon-HHV8_gs07-1	121703	121724
NC_009333.1	NC_009333.1_exon-HHV8_gs08-1	121834	121856
NC_009333.1	NC_009333.1_exon-HHV8_gs09-1	121977	121998
NC_009333.1	NC_009333.1_exon-HHV8_gs10-1	122137	122159
NC_009333.1	NC_009333.1_exon-NC_009333.1:118075..118097-1	118075	118097
NC_009333.1	NC_009333.1_exon-NC_009333.1:127997..130671-1	127997	129368
NC_009333.1	NC_009333.1_exon-NC_009333.1:127997..130671-2	129517	130671
NC_009333.1	NC_009333.1_id-HHV8GK18_gp79	117548	117553
NC_009333.1	NC_009333.1_id-HHV8GK18_gp80	122337	122342
NC_009333.1	NC_009333.1_id-HHV8GK18_gp81	124784	126456
NC_009333.1	NC_009333.1_id-HHV8GK18_gp83	127966	127971
NC_009333.1	NC_009333.1_id-NC_009333.1:1..137168	1	137168
NC_009333.1	NC_009333.1_id-NC_009333.1:1..7439	1	7439
NC_009333.1	NC_009333.1_id-NC_009333.1:111927..111932	111927	111932
NC_009333.1	NC_009333.1_id-NC_009333.1:111992..111997	111992	111997
NC_009333.1	NC_009333.1_id-NC_009333.1:11325..53653	11325	53653
NC_009333.1	NC_009333.1_id-NC_009333.1:115410..137969	115410	137969
NC_009333.1	NC_009333.1_id-NC_009333.1:117509..117514	117509	117514
NC_009333.1	NC_009333.1_id-NC_009333.1:118229..118490	118229	118490
NC_009333.1	NC_009333.1_id-NC_009333.1:118491..118845	118491	118845
NC_009333.1	NC_009333.1_id-NC_009333.1:118948..120125	118948	120125
NC_009333.1	NC_009333.1_id-NC_009333.1:123010..123015	123010	123015
NC_009333.1	NC_009333.1_id-NC_009333.1:1272..41618	1272	41618
NC_009333.1	NC_009333.1_id-NC_009333.1:130655..130660	130655	130660
NC_009333.1	NC_009333.1_id-NC_009333.1:130666..130671	130666	130671
NC_009333.1	NC_009333.1_id-NC_009333.1:137169..137969	137169	137969
NC_009333.1	NC_009333.1_id-NC_009333.1:137635..137673	137635	137673
NC_009333.1	NC_009333.1_id-NC_009333.1:17021..17026	17021	17026
NC_009333.1	NC_009333.1_id-NC_009333.1:17166..17171	17166	17171
NC_009333.1	NC_009333.1_id-NC_009333.1:21907..21912	21907	21912
NC_009333.1	NC_009333.1_id-NC_009333.1:23082..24228	23082	24228
NC_009333.1	NC_009333.1_id-NC_009333.1:24230..24808	24230	24808
NC_009333.1	NC_009333.1_id-NC_009333.1:24823..25045	24823	25045
NC_009333.1	NC_009333.1_id-NC_009333.1:29871..29876	29871	29876
NC_009333.1	NC_009333.1_id-NC_009333.1:29927..30055	29927	30055
NC_009333.1	NC_009333.1_id-NC_009333.1:30857..30862	30857	30862
NC_009333.1	NC_009333.1_id-NC_009333.1:32967..32972	32967	32972
NC_009333.1	NC_009333.1_id-NC_009333.1:35181..73829	35181	73829
NC_009333.1	NC_009333.1_id-NC_009333.1:39397..39402	39397	39402
NC_009333.1	NC_009333.1_id-NC_009333.1:39411..39416	39411	39416
NC_009333.1	NC_009333.1_id-NC_009333.1:48627..89886	48627	89886
NC_009333.1	NC_009333.1_id-NC_009333.1:48841..48846	48841	48846
NC_009333.1	NC_009333.1_id-NC_009333.1:54171..54176	54171	54176
NC_009333.1	NC_009333.1_id-NC_009333.1:58952..58957	58952	58957
NC_009333.1	NC_009333.1_id-NC_009333.1:58974..58974	58974	58974
NC_009333.1	NC_009333.1_id-NC_009333.1:62534..62639	62534	62639
NC_009333.1	NC_009333.1_id-NC_009333.1:67444..67449	67444	67449
NC_009333.1	NC_009333.1_id-NC_009333.1:74411..116152	74411	116152
NC_009333.1	NC_009333.1_id-NC_009333.1:76813..76818	76813	76818
NC_009333.1	NC_009333.1_id-NC_009333.1:83708..83713	83708	83713
NC_009333.1	NC_009333.1_id-NC_009333.1:92780..93127	92780	93127
NC_009333.1	NC_009333.1_id-NC_009333.1:94584..94589	94584	94589
NC_009333.1	NC_009333.1_rna-HHV8GK18_gp79	117535	118233
NC_009333.1	NC_009333.1_rna-HHV8_gs01	28819	29895
NC_009333.1	NC_009333.1_rna-HHV8_gs02	119586	119607
NC_009333.1	NC_009333.1_rna-HHV8_gs03	120234	120253
NC_009333.1	NC_009333.1_rna-HHV8_gs04	120605	120627
NC_009333.1	NC_009333.1_rna-HHV8_gs05	121044	121065
NC_009333.1	NC_009333.1_rna-HHV8_gs06	121514	121535
NC_009333.1	NC_009333.1_rna-HHV8_gs07	121703	121724
NC_009333.1	NC_009333.1_rna-HHV8_gs08	121834	121856
NC_009333.1	NC_009333.1_rna-HHV8_gs09	121977	121998
NC_009333.1	NC_009333.1_rna-HHV8_gs10	122137	122159
NC_009333.1	NC_009333.1_rna-NC_009333.1:118075..118097	118075	118097
NC_009333.1	NC_009333.1_rna-NC_009333.1:127997..130671	127997	130671
NC_009333.1	NC_009333.1_vIRF-1	83887	85415
NC_009333.1	NC_009333.1_vIRF-2	91853	94353
NC_009333.1	NC_009333.1_vIRF-3	89473	91512
NC_009333.1	NC_009333.1_vIRF-4	86106	89172
