"ID"	"kmer_coverage"	"bioproject"	"biosample"	"bioproject_title"	"bioproject_description"	"refs"	"sample_acc"	"assay_type"	"center_name"	"experiment"	"sample_name"	"organism"	"longitude"	"latitude"	"selected_location"	"locations"	"disease_source"	"disease_text"	"do_label"	"do_id"	"tissue"	"tissue_source"	"tissue_text"	"bto_id"	"contigs_n50"	"contigs_nbseq"	"contigs_maxlen"	"contigs_sumlen"	"unitigs_n50"	"unitigs_nbseq"	"unitigs_maxlen"	"unitigs_sumlen"	"instrument"	"librarylayout"	"libraryselection"	"librarysource"	"library_name"	"platform"	"sra_study"	"releasedate"	"mbytes"	"avgspotlen"	"mbases"	"biosamplemodel_sam"	"collection_date_sam"	"location_count"	"location_avg_coverage"	"location_max_coverage"	"location_min_coverage"	"location_med_coverage"
"SRR8422171"	"0.756"	"PRJNA513837"	"SAMN10713817"	"The epigenetic landscapes of histone modifications on HSV-1 genome in human THP-1 cells [ChIP-seq]"	"To study the dynamic changes of histone modifications across HSV-1 genome during lytic infection in THP-1 cells. Totally 20 maps of HSV-1 epigenome were generated at 5 different time points after infection, together with their corresponding gene expression profiles.We found that histone modifications were detected on HSV-1 genome soon after infection; all four studied modifications, H3K9me3, H3K27me3, H3K4me3 and H3K27ac, change rapidly along with virus life cycle progression.The transcription repression marks, H3K9me3 and H3K27me3, tended to decrease along with infection process, and the transcription activation mark H3K27ac increased on viral genome, which were aligned with increased expression of viral genes. Moreover, treatment with C646, an inhibitor for H3K27ac transferase p300, inhibited expression of viral genes; and EPZ6438, an inhibitor for H3K27 methyltransferase EZH2, enhanced viral gene expression.Overall design: To study the distribution of histone modifications on HSV-1 genome during lytic stage, as well as their dynamic changes, we used HSV-1 (1×108 / 10 cm dish) to infect THP-1 cells, and collected samples at 1 hr, 2 hr, 4 hr, 8 hr and 24 hr after infection. The cells were then subjected to RNA-Seq and ChIP-Seq with antibodies recognizing H3K27ac, H3K4me3, H3K9me3 and H3K27me3. Two biological replications were performed for each sequencing and data quality control was done before analysis."	"PubMed:32014498"	"SRS4234904"	"ChIP-Seq"	"GEO"	"SRX5231207"	"GSM3554262"	"Homo sapiens"	""	""	""	""	"disease"	"monocytic leukemia leukemia acute monocytic leukemia"	"acute monocytic leukemia"	"DOID_8864"	"peripheral blood"	"tissue"	"peripheral blood"	"BTO_0000553"	"232"	"11005719"	"10513"	"1169433769"	"66"	"51954194"	"3443"	"3069707602"	"HiSeq X Ten"	"PAIRED"	"ChIP"	"GENOMIC"	""	"ILLUMINA"	"SRP177948"	"2020-01-02T00:00:00"	"6306"	"300"	"16389"	""	""	"0"	""	""	""	""
"SRR17156029"	"0.756"	"PRJNA717030"	"SAMN23722130"	"ICP22 of Herpes Simplex Virus 1 decreases RNA Polymerase Processivity"	"These data files consist of Illumina next seq 500 sequencing data from precision nuclear run-on and global nuclear run-on experiments conducted with human epithelial Hep2 cells that have been infected with human herpes simplex virus-1 (F) strain mutants.   The results of these studies suggest that ICP22 is necessary for reducing Pol II processivity on the viral genome which results in its maintenance on the viral genome over the course of infection.  While human reads continued to decrease over the time course of infection in the repair virus, this did not occur in the ICP22 deletion virus where over time the number of human reads increased over the time course of infection rather than decreasing.  The effects of ICP22 deletion were separable from inhibiting HSV-1 DNA replication to the extent that ICP22 deletion resulted in a decrease in Pol levels only at 6 hpi and not at 3 hpi as was observed in the mutantOverall design: PRO-seq and GRO-seq were conducted on cells that had been infected with two different HSV-1 (F) strain viruses.  Infection occurred for either 3 or 6 hours before collection of nuclei for PRO/GRO-seq processing, and the mutant viruses used were a bacterial artificial choromosome derived virus with the ICP22 open reading frame deleted or bearing a genetically restored virus.  These viruses were generated by Maruzuru et. al., 2013, Roles of p53 in Herpes Simplex Virus 1 Replication, Journal of Virology.  After nuclei extraction, and before the run-on reactions, extracted Drosophila melanogaster nuclei were spiked into infected nuclei solution at a ratio of 1 Drosophila melanogaster nuclei for every 1000 infected Homo sapiens nuclei.  Sequencing libraries were prepared from the biotinylated RNA's in the PRO-seq or the Br-UTP RNAs produced during either 5 min or 30 min of GRO-seq run-on for each replicate of each virus at each time point post infection."	"PubMed:35019725"	"SRS11244963"	"OTHER"	"GEO"	"SRX13340040"	"GSM5720400"	"Drosophila melanogaster"	""	""	""	""	""	""	""	""	""	""	""	""	"181"	"594090"	"5349"	"50978687"	"61"	"9006377"	"1034"	"476656873"	"NextSeq 550"	"SINGLE"	"other"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP312016"	"2022-01-07T00:00:00"	"2286"	"59"	"5737"	""	""	"0"	""	""	""	""
"SRR16184408"	"0.756"	"PRJNA768355"	"SAMN22031845"	"The HSV-1 ICP22 protein selectively impairs histone repositioning upon Pol II transcription downstream of genes (ATAC-seq I)"	"We report that HSV-1 gives rise to transposase accessible chromatin in gene downstream areas, in regions that show transcription termination defects. We show that the viral protein ICP22 is responsible for this open chromatin.Overall design: We used different HSV-1 mutants that lack expression of certain IE genes or VHS and examine the opening of chromatin downstream of transcription termination sites of affected genes. Two biological replicates (four replicates for delta-ICP22) of cells infected with different HSV-1 mutants at MOI 10 were prepared."	"PubMed:37524699,40130876"	"SRS10434056"	"ATAC-seq"	"GEO"	"SRX12469029"	"GSM5608530"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"49"	"2199142"	"2196"	"121150768"	"50"	"21062382"	"1474"	"1017296092"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	""	"ILLUMINA"	"SRP339877"	"2023-06-20T00:00:00"	"1656"	"152"	"4540"	""	""	"0"	""	""	""	""
"SRR24877512"	"0.756"	"PRJNA981526"	"SAMN35677614"	"Herpesviruses mimic zygotic genome activation to promote viral replication"	"DUX4 is a germline transcription factor and a master regulator of zygotic genome activation. During early embryogenesis, DUX4 is crucial for maternal to zygotic transition at the 8-cell stage in order to overcome silencing of genes and enable transcription from the zygotic genome. In adult somatic cells, DUX4 expression is silenced and its activation in adult muscle cells causes the genetic disorder Facioscapulohumeral Muscular Dystrophy (FSHD).Here we show that herpesviruses actively induce DUX4 expression to promote viral transcription and replication. We demonstrate that HSV-1 immediate early proteins directly induce expression of DUX4 and its target genes including endogenous retroelements, which mimics zygotic genome activation. DUX4 directly binds to the viral genome, promotes viral transcription and genetic depletion of DUX4 by CRISPR/Cas9 abrogates viral replication.Our results show that viruses from alpha-, beta- and gamma-herpesvirus subfamilies induce DUX4 expression and downstream germline-specific genes and retroelements. Herpesviruses activate DUX4 expression in order to induce an early embryonic-like transcriptional program that prevents epigenetic silencing of the viral genome and facilitates herpesviral gene expression.Overall design: Cleavage Under Targets and Tagmentation (CUT&Tag) for DUX4 in HSV-1 infected and mock HFF-1 cells. Harvesting timepoints were 2, 4, 6, 8, 10, and 12h post infection."	""	"SRS17940106"	"OTHER"	"RNA BIOLOGY AND POSTTRANSCRIPTIONAL REGULATION, BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY, MAX DELBRÜCK CENTER FOR MOLECULAR MEDICINE"	"SRX20641236"	"GSM7469489"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"49"	"114999"	"5449"	"6065960"	"71"	"1984759"	"615"	"112167795"	"Illumina NovaSeq 6000"	"SINGLE"	"other"	"GENOMIC"	"GSM7469489"	"ILLUMINA"	"SRP441851"	"2023-06-11T00:00:00"	"439"	"98"	"1274"	""	""	"0"	""	""	""	""
"SRR9668614"	"0.756"	"PRJNA553809"	"SAMN12251539"	"HSV-1 infection timecourse of wildtype and Hpse-deficient MEFs"	"Herpes simplex viruses remain important pathogens with global burdens of disease. Containing a large double stranded DNA genome and capable of infecting virtually any cell type, HSV-1 serves as an excellent tool to probe connections between cellular signaling and response pathways. This study has the goal of understanding how heparanase (HPSE), a protein best known for its glycosidic activities at the extracellular matrix, promotes cell survival and thus viral pathogenesis. As upregulation of HPSE is both a major cause and marker of late stage inflammatory pathologies and various forms of cancer, these findings expose a valuable direction for design of multitarget interventions for human disease."	"PMC:8119219"	"SRS5084308"	"RNA-Seq"	"UNIVERSITY OF ILLINOIS AT CHICAGO"	"SRX6429094"	"KO_12B"	"Mus musculus"	""	""	""	""	""	""	""	""	"embryo"	"tissue"	"embryo"	"BTO_0001233"	"565"	"218387"	"9780"	"59139815"	"53"	"3783528"	"3046"	"207896604"	"Illumina HiSeq 4000"	"PAIRED"	"RANDOM"	"TRANSCRIPTOMIC"	"KO12B_S17"	"ILLUMINA"	"SRP214142"	"2020-08-07T00:00:00"	"1212"	"300"	"3151"	"Model organism or animal"	""	"0"	""	""	""	""
"SRR15243467"	"0.756"	"PRJNA748576"	"SAMN20339269"	"TMT based proteomic profiling of Sophora alopecuroides leaves reveal crucial biological processes in response to salt stress"	"Firstly we performed de novo transcriptomic sequencing of S. alopecuroides leaves under the 150 mM NaCl induced salt stress condition for 0 d (Z group), 3 d (F group), and 7 d (T group). In total, 424,809,870 raw reads and 420,832,634 clean reads were obtained from the 3 groups and 9 samples. 58.18 Gb of clean bases were obtained. The Q20 of almost all samples was above 97%, indicating the high accuracy of RNA-Seq."	"PMC:10934591"	"SRS9584683"	"RNA-Seq"	"NING XIA UNIVERSITY"	"SRX11549292"	"Z3"	"Sophora alopecuroides"	"116.38765"	"39.90657"	"geo_loc_name"	"{""geo_loc_name_sam"": [116.38765, 39.90657], ""geo_loc_name_country_calc"": [""116.38765"", ""39.90657""]}"	""	""	""	""	""	""	""	""	"262"	"477557"	"8142"	"81737946"	"54"	"6508638"	"2453"	"346820191"	"Illumina NovaSeq 6000"	"PAIRED"	"Oligo-dT"	"TRANSCRIPTOMIC"	"Z3"	"ILLUMINA"	"SRP329818"	"2022-08-01T00:00:00"	"2002"	"300"	"6449"	"Plant"	""	"46"	"0.68"	"0.76"	"0.5"	"0.72"
"SRR9594020"	"0.756"	"PRJNA550980"	"SAMN12136325"	"Chromatin dynamics and the transcriptional competence of HSV-1 genomes"	"Profiling of HSV-1 transcription and chromatin status during productive infections"	""	"SRS5022219"	"MNase-Seq"	"UCL"	"SRX6359816"	"HSV-1"	"Human alphaherpesvirus 1"	"-77.03196"	"38.89036"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"72"	"87506"	"3507"	"5081776"	"87"	"1295088"	"943"	"80371365"	"NextSeq 550"	"PAIRED"	"MNase"	"GENOMIC"	"0-15h"	"ILLUMINA"	"SRP211927"	"2019-06-25T00:00:00"	"128"	"284"	"296"	"Viral"	""	"262"	"0.75"	"1"	"0.5"	"0.75"
"SRR8494492"	"0.756"	"PRJNA513274"	"SAMN10502583"	"Dictyocoela muelleri genome sequencing, assembly and annotation"	"Genome sequencing, assembly and annotation of Dictyocoela muelleri"	""	"SRS4298062"	"WGS"	"UMR7267, UNIVERSITE DE POITIERS ECOLOGIE ET BIOLOGIE DES INTERACTIONS"	"SRX5299057"	"Sample for Dictyocoela muelleri"	"Dictyocoela muelleri"	"5.27457"	"47.14886"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [2.3414, 48.85717], ""geo_loc_name"": [""5.27457"", ""47.14886""]}"	""	""	""	""	""	""	""	""	"339"	"20071984"	"20667"	"2040416462"	"44"	"128925770"	"6634"	"6437313266"	"Illumina HiSeq 3000"	"PAIRED"	"RANDOM"	"GENOMIC"	"Ou54_5955_3"	"ILLUMINA"	"SRP182632"	"2020-02-25T00:00:00"	"19774"	"302"	"46735"	"Invertebrate"	"2015-04-15"	"8"	"0.76"	"0.76"	"0.75"	"0.76"
"SRR10502415"	"0.756"	"PRJNA535604"	"SAMN13336463"	"High RNA polymerase II occupancy on herpes simplex virus 1 late genes early in infection suggests progression to elongation is a critical switch to trigger late viral gene expression"	"We report the PRO-seq data generated from our analysis of RNA Polymerase II location along the HSV-1 genome at 3 and 6 hpi.  This data set includes analysis of the 3hr time point in cells infected in the presence of cycloheximide and the 6hr time point in cells infected in the presence of  phosphonoacetic acid, flavopiridol and acyclovir.  We have compared the data set to a cytoplasmic mRNA seq data set which is also included.  This consisted of polyadenylated, cytoplasmic RNA analyzed at 3 and 6 hpi post infection. Here we are depositing the results from this analysis providing the raw data sequence files along with our bigwig files produced when aligning it to a concatenated genome file containing the drosophila dm3 genome build, the human hg38 genome build, and the included HSV-1 (F-strain) genome with the external repeat sequences deleted.  This data provides a nucletide-resolution map of RNA Pol II location in all of the described conditions.  By comparing differences between cytoplasmic mRNA production and between Pol II occupancy patterns between samples, we have been able to discern that HSV-1 transcription is a highly regulated process, that involves mechanisms downstream of RNA Pol II recruitment to a HSV-1 promoter region.Overall design: PRO-seq analysis in HSV-1 infected HeP2 cells at 3 hpi with and without cycloheximide, and at 3hpi with and without flavopiridol, phophonoacetic acid, and acyclovir. Cytoplasmic, mRNA transcript levels of HSV-1 gens was gathered by an mRNAseq analysis of HSV-1 polyadenylated, cytoplasmic transcript levels at 3 and 6 hpi.  These levels were then correlated back to Pol II occupancy from the PRO-seq analysis."	"PubMed:31826988"	"SRS5697449"	"RNA-Seq"	"GEO"	"SRX7191434"	"GSM4182497"	"Homo sapiens"	""	""	""	""	"cell_type"	"carcinoma"	"carcinoma"	"DOID_305"	""	""	""	""	"151"	"141183"	"2934"	"9308036"	"36"	"2914578"	"898"	"118525730"	"NextSeq 500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP193891"	"2019-12-05T00:00:00"	"2578"	"75"	"6707"	""	""	"0"	""	""	""	""
"SRR8494491"	"0.756"	"PRJNA513274"	"SAMN10502583"	"Dictyocoela muelleri genome sequencing, assembly and annotation"	"Genome sequencing, assembly and annotation of Dictyocoela muelleri"	""	"SRS4298062"	"WGS"	"UMR7267, UNIVERSITE DE POITIERS ECOLOGIE ET BIOLOGIE DES INTERACTIONS"	"SRX5299058"	"Sample for Dictyocoela muelleri"	"Dictyocoela muelleri"	"5.27457"	"47.14886"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [2.3414, 48.85717], ""geo_loc_name"": [""5.27457"", ""47.14886""]}"	""	""	""	""	""	""	""	""	"144"	"36626314"	"18836"	"2722198677"	"39"	"172083854"	"8941"	"8028087251"	"Illumina HiSeq 3000"	"PAIRED"	"RANDOM"	"GENOMIC"	"Ou54_5955_2"	"ILLUMINA"	"SRP182632"	"2020-02-25T00:00:00"	"34884"	"302"	"82807"	"Invertebrate"	"2015-04-15"	"8"	"0.76"	"0.76"	"0.75"	"0.76"
"SRR13338972"	"0.756"	"PRJNA688510"	"SAMN17178764"	"Isolate samples (BAL and UA) Metagenome"	"RNA-Seq metagenome"	"PMC:8484067,9469972"	"SRS7953603"	"RNA-Seq"	"NEW YORK UNIVERSITY SCHOOL OF MEDICINE"	"SRX9765341"	"UCS_0040_BAL"	"Homo sapiens"	""	""	""	""	""	""	""	""	"bal"	"tissue"	"bal"	"BTO_0000155"	"208"	"3164412"	"5701"	"304997572"	"42"	"43205562"	"1245"	"1872953181"	"Illumina HiSeq 4000"	"SINGLE"	"PCR"	"TRANSCRIPTOMIC"	"UCS_0040_BAL"	"ILLUMINA"	"SRP299929"	"2021-02-22T00:00:00"	"5878"	"202"	"20414"	"Human"	""	"0"	""	""	""	""
"ERR1121559"	"0.756"	"PRJEB11729"	"SAMEA3649921"	"De novo Assembly of Human Herpes Virus type 1 (HHV-1) Genome, Mining of Non-canonical Structures and Detection of Novel Drug-resistance Mutations using Short- and Long-read Next Generation Sequencing Technologies."	"Human herpesvirus type 1 (HHV-1) has a large double-stranded DNA genome of approximately 152 kbp that is structurally complex and GC-rich. To improve the assembly of HHV-1 genomes we have employed a hybrid genome assembly protocol using data from two sequencing technologies: the short-read Roche 454 and the long-read Oxford Nanopore MinION sequencers. The assembly of accurate, full-length HHV-1 genomes will be useful in determining genetic determinants of drug resistance, virulence, pathogenesis and viral evolution. The numerous, complex repeat regions of the HHV-1 genome currently remain a barrier towards this goal."	""	"ERS957070"	"WGS"	"ZOOLOGY DEPARTMENT, UNIVERSITY OF OXFORD"	"ERX1200987"	"SAMEA3649921"	"Human alphaherpesvirus 1 strain 17"	"3.89592"	"7.44463"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"310"	"1643"	"5999"	"400023"	"44"	"48203"	"559"	"2231633"	"454 GS Junior"	"SINGLE"	"size fractionation"	"GENOMIC"	"unspecified"	"LS454"	"ERP013138"	"2016-05-20T00:00:00"	"10"	"342"	"15"	""	""	"18"	"0.8"	"1"	"0.72"	"0.75"
"ERR1121574"	"0.756"	"PRJEB11729"	"SAMEA3649933"	"De novo Assembly of Human Herpes Virus type 1 (HHV-1) Genome, Mining of Non-canonical Structures and Detection of Novel Drug-resistance Mutations using Short- and Long-read Next Generation Sequencing Technologies."	"Human herpesvirus type 1 (HHV-1) has a large double-stranded DNA genome of approximately 152 kbp that is structurally complex and GC-rich. To improve the assembly of HHV-1 genomes we have employed a hybrid genome assembly protocol using data from two sequencing technologies: the short-read Roche 454 and the long-read Oxford Nanopore MinION sequencers. The assembly of accurate, full-length HHV-1 genomes will be useful in determining genetic determinants of drug resistance, virulence, pathogenesis and viral evolution. The numerous, complex repeat regions of the HHV-1 genome currently remain a barrier towards this goal."	""	"ERS957082"	"WGS"	"ZOOLOGY DEPARTMENT, UNIVERSITY OF OXFORD"	"ERX1201002"	"SAMEA3649933"	"Human alphaherpesvirus 1 strain 17"	"3.89592"	"7.44463"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"441"	"1376"	"17204"	"449920"	"76"	"14423"	"1467"	"1000634"	"454 GS Junior"	"SINGLE"	"size fractionation"	"GENOMIC"	"unspecified"	"LS454"	"ERP013138"	"2016-05-20T00:00:00"	"5"	"410"	"9"	""	""	"18"	"0.8"	"1"	"0.72"	"0.75"
"SRR6216706"	"0.756"	"PRJNA415770"	"SAMN07834026"	"Herpes Simplex Virus 1 dramatically alters loading and positioning of RNA Polymerase II on host genes early in infection"	"We used precision nuclear run on (PRO-seq) to determine the location of Pol II at 3 hours post infection with HSV-1 in human epithelial cells.  We found HSV-1 decreased Pol II on approxomately 2/3 of cellular genes, but increased Pol II on others.  For more than 85% of genes for which transcriptional terminatin could be statistically assed, Pol II was displaced to positions downstream of the normal termination zone suggesting extensive termination defects.  Pol II amounts at the promoter, prooter proximal apuse site, and gene bnody were also modulated in a gene-specific manner.Overall design: PRO-seq data from two separate experiments looking at Pol II location at 3 hours post infection with HSV-1.  Each experiment had 3 biological replicates of Mock and HSV-1 infected sequencing libraries prepared from Hep-2 cells.  One experiment included a Drosophila nuclei spike-in as a control."	"PubMed:29437966"	"SRS2629815"	"OTHER"	"GEO"	"SRX3325371"	"GSM2830126"	"Homo sapiens"	""	""	""	""	"cell_type"	"carcinoma"	"carcinoma"	"DOID_305"	""	""	""	""	"184"	"929376"	"6141"	"72060214"	"39"	"16103603"	"1153"	"682967506"	"NextSeq 500"	"SINGLE"	"other"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP121447"	"2018-01-23T00:00:00"	"2171"	"76"	"6237"	""	""	"0"	""	""	""	""
"SRR18458584"	"0.756"	"PRJNA819114"	"SAMN26900304"	"Inhibition of histone methyltransferase SETD8 represses DNA viruses"	"Viral infection is one of the most critical threats for human health. Multiple diseases, such as cancer and neural degeneration diseases, are related with the latent infection of DNA viruses. However, it is still difficult to clean up the latent DNA viruses and new anti-viral strategies are important for fighting against the related diseases. Here, we screen a chemical pool and identify a small molecular chemical, UNC0379, as an inhibitor for multiple DNA viruses. UNC0379 is a chemical inhibitor for histone methyltransferase SETD8. SETD8 promotes DNA virus replication and its enzymatic activity is required. Our results further indicated that SETD8 methyltransferase activity is required for PCNA stability, one factor critical for viral DNA replication. Viral infection stimulates the interaction between SETD8 and PCNA and thus enhances PCNA stability and viral DNA replication. Taken together, our study reveals a new mechanism for regulating viral DNA"	"PMC:10120311"	"SRS12361270"	"ChIP-Seq"	"WUHAN UNIVERSITY"	"SRX14591184"	"Sample 2"	"Homo sapiens"	""	""	""	""	"tissue"	"monocytic leukemia leukemia acute monocytic leukemia"	"acute monocytic leukemia"	"DOID_8864"	"monocytic leukemia"	"tissue"	"peripheral blood of an acute monocytic leukemia patien"	"BTO_0002420"	"189"	"10434291"	"6497"	"890023653"	"54"	"56847527"	"2697"	"3011398357"	"Illumina HiSeq 2000"	"PAIRED"	"ChIP"	"GENOMIC"	"Sample 2"	"ILLUMINA"	"SRP365558"	"2022-03-29T00:00:00"	"4640"	"300"	"11446"	"Human"	""	"0"	""	""	""	""
"SRR1106671"	"0.756"	"PRJNA61367"	"SAMN02582466"	"Broad miscellaneous virus genome sequencing project"	"This project was created to facilitate virus data submission by the Broad Institute and should be used when the virus being sequenced does not fit into a larger ""effort driven"" project."	""	"SRS529065"	"WGS"	"BI"	"SRX425421"	"PRJNA32415.HSV2-JA3"	"Viruses"	""	""	""	""	""	""	""	""	""	""	""	""	"33"	"989216"	"3403"	"36295026"	"35"	"13853020"	"613"	"543431392"	"Illumina HiSeq 2000"	"PAIRED"	"RANDOM"	"GENOMIC"	"Pond-230521"	"ILLUMINA"	"SRP007368"	"2014-01-12T00:00:00"	"2514"	"202"	"4426"	""	""	"0"	""	""	""	""
"SRR14160248"	"0.756"	"PRJNA720154"	"SAMN18642331"	"Genome-wide analysis of RNA polymerase II occupancy during HSV-1 infection in the presence and absence of ICP4."	"The goal of this study was to identify how the occupancy of RNA polymerase II (Pol II) on the host genome changes during HSV-1 infection and is impacted by the viral immediate early protein ICP4.  Pol II ChIP-seq experiments after infection with the wild-type (WT) virus and mutant ICP4 (n12) virus, compared to mock infection, revealed global increases and decreases in Pol II occupancy on the host genome that depended upon ICP4.Overall design: RNA polymerase II ChIP-seq in HEK 293 cells after infection with wild-type HSV-1 virus, n12 virus (lacking functional ICP4), and mock infection as the control sample. ChIP-seq under all conditions was performed in biological replicate. Input chromatin from mock and infected cells was also sequenced."	"PubMed:34251885"	"SRS8652269"	"ChIP-Seq"	"GEO"	"SRX10528757"	"GSM5229282"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"201"	"14153135"	"9841"	"1300829162"	"44"	"112979863"	"1447"	"5321787566"	"Illumina NovaSeq 6000"	"PAIRED"	"ChIP"	"GENOMIC"	""	"ILLUMINA"	"SRP313716"	"2021-07-17T00:00:00"	"9144"	"302"	"27944"	""	""	"0"	""	""	""	""
"SRR9594137"	"0.756"	"PRJNA550980"	"SAMN12136325"	"Chromatin dynamics and the transcriptional competence of HSV-1 genomes"	"Profiling of HSV-1 transcription and chromatin status during productive infections"	""	"SRS5022219"	"MNase-Seq"	"UCL"	"SRX6359699"	"HSV-1"	"Human alphaherpesvirus 1"	"-77.03196"	"38.89036"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"151"	"787284"	"2831"	"57010384"	"96"	"5528649"	"1115"	"357454389"	"NextSeq 550"	"PAIRED"	"MNase"	"GENOMIC"	"1-4h-repeat"	"ILLUMINA"	"SRP211927"	"2019-06-25T00:00:00"	"453"	"286"	"1119"	"Viral"	""	"262"	"0.75"	"1"	"0.5"	"0.75"
"SRR8775203"	"0.756"	"PRJNA528792"	"SAMN11244940"	"Herpes Simplex Virus blocks host transcription termination via the bimodal activities of ICP27."	"Infection by viruses, including Herpes Simplex virus-1 (HSV-1), and cellular stresses cause widespread disruption of transcription termination (DoTT) of RNA polymerase II (RNAPII). The underlying mechanisms, however, remain unclear. Here we demonstrate that, in HSV-1-infected cells, the viral immediate early factor ICP27 is necessary and sufficient for inducing DoTT. Mechanistically, ICP27 directly binds to the essential mRNA 3’ processing factor CPSF, induces the assembly of a dead-end 3’ processing complex, and blocks mRNA cleavage. Remarkably, ICP27 also acts as a sequence-dependent activator of mRNA 3’ processing for HSV-1 and a subset of host genes. Our results suggest that the bimodal activities of ICP27 play a key role in HSV-1-induced host shutoff and that CPSF is a common host factor targeted by multiple viruses. The mechanism described here may have implications for understanding other virus- and cell stress-mediated regulation of transcription termination.Overall design: (1) 4SU-seq: explore the effect of ICP27 and HSV-1 on transcription termination; (2) CLIP-seq: examination of RNA binding sites of ICP27."	"PubMed:31941886"	"SRS4528603"	"OTHER"	"GEO"	"SRX5565302"	"GSM3684422"	"Homo sapiens"	""	""	""	""	"cell_type"	"carcinoma"	"carcinoma"	"DOID_305"	""	""	""	""	"43"	"155265"	"5820"	"8272147"	"56"	"2301488"	"920"	"114059754"	"Illumina HiSeq 2000"	"SINGLE"	"other"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP189262"	"2019-12-16T00:00:00"	"853"	"65"	"1773"	""	""	"0"	""	""	""	""
"SRR7724169"	"0.756"	"PRJNA486843"	"SAMN09866358"	"The genome-wide enhancer profiling of breast cancer in the MMTV-PyVT mice [ChIP-seq]"	"Activation of transcription enhancers, especially super enhancers, is one of the important epigenetic features of tumorigenesis. However, only very few studies reported how the enhancer landscape evolves during tumorigensis. Here we utilized a proteomics approach and found that H3K27ac and H4K8ac are elevated in the mammary tumor of MMTV-PyVT mouse model, which was then confirmed by IHC results in human BRCA chips. ChIP-seq studies revealed that H4K8ac is highly co-localized with H3K27ac on chromatin, especially on the distal enhancers . We further identified a subgroup of super enhancers which are marked by H3K4me3 peaks in the intergenic regions. These H3K4me3-enriched super enhancers are covered with higher level of H3K27ac and H4K8ac in tumor than normal tissue , and accompanies higher transcription level of the adjacent genes. Combined with global gene expression data, we identified 148 tumor H3K4me3-enriched super enhancer adjacent genes with higher expression in the tumor tissues , which may be critical for breast cancer. We further utilized one inhibitor of p300, C646, to inhibit H3K27ac level, which successfully repressed tumor formation process probably through inhibiting Vegfa and other oncogenes. Taken together, our work identifies novel regulators and provides important resource to the genome-wide enhancer studies in breast cancer, and raises the possibility of cancer treatment through modulating enhancer activity.Overall design: Histone modification profile of mammary glands from 12 weeks old FVB wild type mice and mammary tumors from 12 weeks old MMTV-PyVT mice with no treatment, DMSO injection and C646 injection  were generated by deep sequencing, in triplicate, using Illumina X-TEN."	"PubMed:30867030"	"SRS3695010"	"ChIP-Seq"	"GEO"	"SRX4580681"	"GSM3348071"	"Mus musculus"	""	""	""	""	"tissue"	"mammary tumor"	"breast cancer"	"DOID_1612"	""	""	""	""	"187"	"1766456"	"5469"	"186579704"	"49"	"25218353"	"1590"	"1273799738"	"HiSeq X Ten"	"PAIRED"	"ChIP"	"GENOMIC"	""	"ILLUMINA"	"SRP158439"	"2019-08-20T00:00:00"	"3192"	"299"	"7649"	""	""	"0"	""	""	""	""
